Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
50,1,Travel_Frequently,Sales,1,4,Other,4,Male,3,Sales Executive,3,Single,4728,3,1,4,0,5,4,3,0,0
33,0,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,Sales Executive,2,Married,4302,0,0,3,1,4,3,3,3,2
34,0,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2979,3,0,4,3,6,2,3,0,0
48,0,Non-Travel,Research & Development,1,4,Medical,1,Male,4,Manager,4,Single,16885,2,0,3,0,27,3,2,5,4
45,0,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,Sales Executive,3,Married,5593,1,0,4,1,15,2,3,15,10
52,0,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,Healthcare Representative,2,Single,10445,7,0,4,0,18,4,3,8,6
38,0,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,Sales Executive,3,Divorced,8740,0,1,2,2,9,2,3,8,7
29,0,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,Research Scientist,4,Divorced,2514,4,0,1,1,11,1,3,7,5
28,0,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,0,0,2,3,10,3,2,9,7
46,0,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,Manager,3,Married,17465,3,0,4,1,23,3,3,12,9
38,0,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,Sales Executive,2,Single,7351,7,0,3,0,10,2,3,1,0
43,0,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,Manufacturing Director,1,Married,10820,8,0,3,1,18,1,3,8,7
39,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,12169,7,0,4,3,21,4,3,18,7
40,0,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,Research Director,3,Single,19626,1,0,1,0,21,2,4,20,7
21,0,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,Research Scientist,2,Single,2070,1,1,3,0,2,6,4,2,2
39,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,Laboratory Technician,2,Single,6782,9,0,3,0,9,2,2,5,4
36,0,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,Manufacturing Director,4,Single,7779,2,0,1,0,18,0,3,11,9
31,0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,Sales Representative,4,Married,2791,0,0,1,1,3,4,3,2,2
28,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,2,Married,3201,0,0,1,0,6,2,1,5,3
35,0,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,Sales Executive,4,Divorced,4968,1,0,4,1,5,3,3,5,2
49,0,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,Sales Executive,2,Married,13120,6,0,2,1,22,3,3,9,8
34,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,Manufacturing Director,3,Single,4033,2,0,4,0,5,3,2,3,2
29,0,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,3291,0,0,4,2,8,2,2,7,5
42,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,Laboratory Technician,4,Single,4272,4,0,1,0,16,3,3,1,0
29,0,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,1,1,3,1,10,2,2,10,7
38,0,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,Human Resources,3,Married,2844,1,0,4,1,7,2,4,7,6
28,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,Research Scientist,3,Divorced,2703,1,1,4,1,3,2,3,3,1
18,1,Non-Travel,Research & Development,8,1,Medical,3,Male,3,Laboratory Technician,3,Single,1904,1,0,4,0,0,0,3,0,0
33,1,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,Sales Executive,1,Single,8224,0,1,1,0,6,3,3,5,2
41,0,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,Laboratory Technician,4,Married,4766,3,1,1,1,6,4,3,1,0
31,1,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,Laboratory Technician,3,Married,2610,1,0,3,1,2,5,2,2,2
37,0,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,Healthcare Representative,4,Divorced,5731,7,0,3,2,9,2,3,6,2
27,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,Research Scientist,3,Married,2539,1,0,3,1,4,0,3,4,2
34,0,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,Sales Executive,3,Married,5714,1,0,1,0,6,3,2,6,5
35,0,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,Human Resources,3,Single,4323,1,0,2,0,6,2,1,5,4
29,1,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,Sales Executive,1,Married,7336,1,0,1,1,11,3,1,11,8
40,0,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,Research Director,3,Single,13499,9,0,3,0,20,3,2,18,7
42,1,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,Sales Executive,1,Single,13758,0,1,2,0,22,2,2,21,9
42,0,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,Sales Executive,1,Single,5155,7,0,4,0,9,3,4,6,4
35,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,Laboratory Technician,3,Married,2258,6,0,2,1,10,2,3,8,0
24,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Laboratory Technician,2,Single,3597,8,0,4,0,6,2,3,4,3
28,1,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2515,1,1,4,0,1,4,2,1,1
26,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,Laboratory Technician,4,Married,4420,1,0,2,1,8,2,3,8,7
30,0,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,1,0,1,1,10,3,3,10,3
40,0,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,Research Scientist,4,Married,4422,3,1,4,1,16,3,1,1,1
35,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,Manufacturing Director,2,Divorced,10274,2,0,2,1,15,2,4,7,7
34,0,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,Healthcare Representative,1,Single,5343,0,0,3,0,14,3,3,13,9
35,0,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,Laboratory Technician,4,Married,2376,1,0,2,1,2,2,4,2,2
43,1,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Sales Executive,3,Single,5346,8,0,2,0,7,2,2,4,3
32,0,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,Sales Representative,1,Divorced,2827,1,0,3,3,1,3,3,1,0
56,0,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,Manager,1,Divorced,19943,4,0,4,1,28,2,3,5,2
29,0,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,Laboratory Technician,4,Married,3131,1,0,1,1,10,5,3,10,8
19,0,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,Research Scientist,1,Single,2552,1,0,3,0,1,4,3,1,1
45,0,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,Research Scientist,3,Married,4477,4,1,3,1,7,2,2,3,2
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6474,1,0,2,1,14,2,2,14,8
20,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Laboratory Technician,3,Single,3033,1,0,1,0,2,2,2,2,2
44,1,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,Research Scientist,3,Single,2936,1,1,3,0,6,4,3,6,4
53,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,Manager,3,Divorced,18606,3,0,2,1,26,6,3,7,7
29,0,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,0,1,1,1,6,2,2,5,4
22,1,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2853,0,1,2,1,1,5,3,0,0
46,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,Manager,1,Married,17048,8,0,1,0,28,2,3,26,15
44,0,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,Research Scientist,3,Single,2290,2,0,4,0,6,3,3,0,0
33,0,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,Human Resources,3,Married,3600,1,0,4,1,5,2,3,5,4
41,1,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,Research Scientist,1,Divorced,2107,6,0,1,1,5,2,1,1,0
30,0,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,Sales Executive,1,Divorced,4115,8,0,3,3,8,3,3,4,3
40,0,Travel_Frequently,Sales,2,4,Medical,2,Male,3,Sales Executive,2,Married,4327,5,0,4,3,5,2,3,0,0
50,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,Manager,1,Married,17856,2,0,3,1,32,3,3,2,2
28,0,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,Laboratory Technician,1,Married,3196,1,0,3,3,6,2,3,6,5
46,0,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,Research Director,2,Married,19081,5,0,1,1,25,2,3,4,2
35,0,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,Sales Executive,1,Married,8966,3,1,4,3,15,2,3,7,7
24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,Laboratory Technician,2,Married,2210,1,0,1,1,1,3,1,1,0
33,0,Travel_Frequently,Sales,25,3,Medical,2,Female,3,Sales Executive,3,Married,4539,1,0,1,1,10,3,2,10,7
36,0,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,Laboratory Technician,3,Divorced,2741,1,0,3,1,7,4,3,7,7
30,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,Laboratory Technician,3,Divorced,3491,1,0,1,3,10,4,2,10,7
44,0,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,Research Scientist,4,Single,4541,1,0,2,0,20,3,3,20,11
20,0,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,Sales Representative,4,Single,2678,1,0,4,0,2,2,3,2,1
46,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,7379,2,0,3,1,12,3,2,6,3
42,0,Non-Travel,Human Resources,2,5,Medical,4,Male,4,Human Resources,1,Married,6272,7,0,1,1,10,3,4,4,3
60,0,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,Sales Executive,4,Divorced,5220,0,1,2,1,12,3,3,11,7
32,0,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,Laboratory Technician,2,Married,2743,1,0,3,1,2,2,3,2,2
32,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,Research Scientist,3,Single,4998,4,1,4,0,10,2,3,8,7
36,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,Manufacturing Director,1,Divorced,10252,2,1,3,1,17,2,3,7,7
33,0,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,Research Scientist,4,Married,2781,0,0,2,1,15,5,3,14,10
40,0,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced,6852,7,0,2,1,7,2,4,5,1
25,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,Sales Executive,4,Single,4950,0,0,2,0,5,4,3,4,3
30,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,Research Scientist,2,Married,3579,0,1,1,1,12,2,3,11,9
42,0,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,Research Director,1,Married,13191,3,1,3,0,20,6,3,1,0
35,0,Non-Travel,Sales,8,2,Marketing,3,Female,2,Sales Executive,4,Married,10377,4,1,2,1,16,6,2,13,2
27,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2235,1,1,4,2,9,3,2,9,7
54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,Manufacturing Director,3,Divorced,10502,7,0,1,1,33,2,1,5,4
44,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,Research Scientist,4,Married,2011,1,0,4,1,10,5,3,10,5
19,1,Non-Travel,Research & Development,10,3,Medical,1,Female,2,Research Scientist,2,Single,1859,1,1,2,0,1,2,4,1,1
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,3760,1,0,1,3,3,5,3,3,2
54,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,Research Director,4,Married,17779,3,0,1,0,36,2,3,10,9
31,0,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,Healthcare Representative,1,Married,6833,1,1,4,0,6,2,2,6,5
31,0,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,1,0,2,0,10,2,3,10,9
59,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,Sales Executive,4,Single,5171,5,0,4,0,13,2,3,6,1
43,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,Research Director,4,Married,19740,3,0,2,1,25,2,3,8,7
49,0,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Manager,3,Married,18711,2,0,3,1,23,2,4,1,0
36,0,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Married,3692,1,0,3,0,12,2,2,11,10
48,0,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,Laboratory Technician,2,Single,2559,5,0,3,0,7,4,2,1,0
27,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2517,1,0,2,3,5,2,3,5,3
29,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,6623,1,1,2,2,6,2,3,6,0
48,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,Research Director,4,Single,18265,6,0,3,0,25,3,4,1,0
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Research Director,4,Divorced,16124,3,0,2,2,9,2,2,7,7
34,0,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,Research Scientist,3,Married,2585,0,0,4,0,2,5,2,1,0
44,0,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,Manager,2,Married,18213,7,0,3,1,26,5,3,22,9
33,0,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,Sales Executive,3,Divorced,8380,0,1,4,2,10,3,3,9,8
19,0,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,Research Scientist,4,Single,2994,1,1,4,0,1,2,3,1,0
23,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Research Scientist,3,Married,1223,1,0,4,1,1,2,3,1,0
25,1,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,Sales Representative,4,Single,1118,1,1,4,0,1,4,3,1,0
26,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,Research Scientist,4,Single,2875,1,1,2,0,8,2,2,8,5
45,1,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Manager,2,Single,18824,2,1,1,0,26,2,3,24,10
55,0,Non-Travel,Research & Development,8,1,Medical,4,Male,2,Healthcare Representative,2,Divorced,13577,1,1,4,1,34,3,3,33,9
21,1,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,Laboratory Technician,3,Single,2625,1,0,3,0,2,2,1,2,2
46,0,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,Manager,2,Married,18789,2,0,3,1,26,2,3,11,4
34,0,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,Sales Executive,1,Single,4538,0,1,4,0,4,3,3,3,2
51,0,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,Manager,2,Divorced,19847,4,1,1,1,31,5,2,29,10
59,0,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,Manufacturing Director,4,Single,10512,6,0,4,0,25,6,2,9,7
34,0,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,Laboratory Technician,2,Divorced,4444,4,0,3,2,15,2,4,11,8
28,0,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,Laboratory Technician,3,Single,2154,0,1,3,0,5,2,2,4,2
44,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,Manager,1,Divorced,19190,1,0,4,2,26,4,2,25,9
34,0,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,Human Resources,2,Married,4490,4,0,4,2,14,5,4,10,9
35,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,Research Scientist,3,Married,3506,0,1,4,0,4,3,3,3,2
42,0,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,Research Scientist,2,Married,2372,6,1,4,0,18,2,3,1,0
43,0,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,Sales Executive,4,Single,10231,3,0,4,0,23,3,4,21,7
36,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,Manufacturing Director,2,Single,5410,9,1,4,0,18,2,3,16,14
44,1,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,Healthcare Representative,4,Married,7978,1,0,4,1,10,2,3,10,7
28,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,Laboratory Technician,4,Married,3867,1,1,2,1,2,2,3,2,2
51,0,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,Laboratory Technician,3,Single,2838,0,0,2,0,8,6,2,7,0
30,0,Non-Travel,Research & Development,9,2,Medical,3,Female,3,Manufacturing Director,3,Single,4695,7,1,3,0,10,3,3,8,4
29,1,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,Laboratory Technician,3,Divorced,3339,3,1,1,2,10,2,3,7,7
28,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,Research Scientist,1,Single,2080,2,0,2,0,5,2,2,3,2
25,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,Research Scientist,2,Single,2096,1,0,4,0,2,3,2,2,2
32,0,Travel_Rarely,Sales,8,3,Medical,3,Male,4,Sales Executive,4,Married,6209,1,0,3,2,10,4,4,10,7
45,0,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,Manager,2,Single,18061,3,0,3,0,22,4,3,0,0
39,0,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,Manager,2,Divorced,17123,6,1,4,2,21,4,3,19,9
58,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2372,1,0,4,2,2,3,3,2,2
32,1,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,Laboratory Technician,3,Married,4883,1,0,1,1,10,3,3,10,4
39,1,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,Research Scientist,1,Single,3904,0,0,1,0,6,2,3,5,2
30,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,Laboratory Technician,4,Married,4627,0,0,1,1,10,6,3,9,2
36,0,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,Healthcare Representative,3,Married,7094,3,0,1,0,10,0,3,7,7
46,0,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,Human Resources,1,Single,3423,6,0,3,0,10,3,4,7,6
28,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,Laboratory Technician,4,Married,6674,0,0,1,3,10,6,3,9,8
50,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,Research Director,1,Married,16880,4,1,2,0,25,2,3,3,2
40,1,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,Sales Executive,2,Single,9094,2,1,3,0,9,2,3,5,4
52,1,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,Sales Executive,2,Single,8446,9,1,3,0,10,2,2,8,7
30,0,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,Manager,1,Married,11916,1,1,4,2,9,2,3,9,1
39,0,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,Manufacturing Director,3,Single,4534,0,0,1,0,9,6,3,8,7
31,0,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,Sales Executive,3,Divorced,9852,1,1,1,1,10,5,2,10,8
41,0,Non-Travel,Sales,10,2,Medical,3,Male,1,Sales Executive,2,Single,6151,1,0,1,0,19,4,3,19,2
31,1,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,Sales Representative,2,Single,2302,1,1,1,0,3,2,4,3,2
44,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,Laboratory Technician,1,Married,2362,4,0,3,0,10,4,4,3,2
42,0,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,Manager,3,Married,17861,0,1,4,0,21,3,2,20,8
55,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,Manager,3,Married,19187,4,0,4,1,23,5,3,19,9
56,0,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,Manager,2,Single,19717,6,0,1,0,36,4,3,7,3
40,0,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,Research Scientist,3,Divorced,3544,9,0,2,1,6,0,3,4,2
34,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,8500,0,0,4,1,10,0,2,9,7
40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,Research Scientist,4,Single,4661,1,0,3,0,9,4,3,9,8
41,0,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,Sales Executive,1,Divorced,4103,0,0,4,1,10,2,3,9,3
35,0,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,Research Scientist,3,Single,4249,1,1,2,0,9,3,3,9,6
51,0,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,Manager,2,Divorced,14026,1,1,2,1,33,2,3,33,9
38,0,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,Sales Executive,1,Divorced,6893,3,0,4,1,11,3,3,7,7
34,0,Travel_Rarely,Sales,15,2,Medical,3,Female,3,Sales Executive,1,Single,6125,1,0,4,0,10,6,4,10,8
25,0,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,Laboratory Technician,4,Married,3669,3,0,3,3,7,6,2,3,2
58,1,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,Manufacturing Director,1,Married,10008,7,1,4,0,31,0,2,10,9
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,Laboratory Technician,2,Married,2387,3,0,3,1,7,3,3,4,2
36,0,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,Sales Executive,1,Married,4639,2,0,4,1,17,2,2,15,7
48,0,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,Manufacturing Director,4,Single,7898,1,0,3,0,11,2,3,10,9
27,0,Travel_Rarely,Sales,11,3,Medical,3,Female,4,Sales Representative,4,Married,2534,8,0,2,1,5,4,3,1,0
51,0,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,Manufacturing Director,2,Single,13142,3,0,2,0,29,1,2,5,2
18,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,Laboratory Technician,4,Single,1611,1,0,3,0,0,5,4,0,0
35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,Laboratory Technician,4,Married,5363,0,0,2,1,10,0,3,9,7
27,0,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,Sales Executive,4,Single,5071,3,0,2,0,8,3,3,6,2
55,1,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,Sales Executive,3,Single,13695,6,1,3,0,24,2,2,19,7
56,0,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,Manufacturing Director,2,Married,13402,4,1,1,1,33,0,3,19,16
34,0,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,Research Scientist,3,Divorced,2029,1,0,3,3,5,2,3,5,4
40,0,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,Healthcare Representative,3,Divorced,6377,5,0,2,3,15,0,3,12,11
34,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,Laboratory Technician,3,Married,5429,4,0,1,2,10,1,3,8,7
31,1,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,Sales Representative,4,Single,2785,7,0,3,0,3,3,4,1,0
35,1,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,Sales Executive,3,Married,4614,0,1,3,1,5,0,2,4,2
38,0,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,Research Scientist,3,Divorced,2610,1,0,4,3,4,2,3,4,2
34,0,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,Healthcare Representative,4,Single,6687,1,0,4,0,14,2,4,14,11
28,0,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,Sales Executive,1,Married,4724,1,0,3,1,5,0,3,5,3
31,1,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,Manufacturing Director,3,Married,6179,1,1,4,2,10,3,2,10,2
39,0,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,Sales Executive,4,Married,6120,3,1,4,2,8,2,4,5,4
51,0,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,Sales Executive,2,Married,10596,2,0,2,0,14,5,3,4,2
41,0,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,Research Scientist,4,Divorced,5467,3,1,1,2,12,4,2,6,2
37,0,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,Research Scientist,3,Married,2996,7,1,4,0,8,2,3,6,4
33,0,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,Sales Executive,4,Married,9998,6,0,1,0,8,2,4,5,4
32,0,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,Sales Executive,2,Married,4078,0,1,1,3,4,3,2,3,2
39,0,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,Healthcare Representative,3,Married,10920,3,0,2,1,13,2,3,6,4
25,0,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,Sales Executive,3,Married,6232,2,0,2,0,6,3,2,3,2
52,0,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,Manufacturing Director,3,Married,13247,2,1,2,1,24,3,2,5,3
43,0,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,Research Scientist,3,Single,4081,1,1,1,0,20,3,1,20,7
27,0,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,Sales Executive,4,Married,5769,1,1,4,0,6,3,3,6,2
27,1,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,Research Scientist,3,Single,2394,1,1,4,0,8,2,3,8,2
26,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,Research Scientist,4,Single,3904,0,0,4,0,5,2,3,4,3
42,0,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,Manager,1,Married,16799,0,0,3,1,21,5,3,20,7
52,0,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,Laboratory Technician,1,Married,2950,9,0,3,0,12,2,1,5,4
37,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,Laboratory Technician,3,Single,3629,4,0,1,0,8,6,3,3,2
